Date,maxtemp,mintemp,avgtemp,dewpoint,wetbulb,stnpressure,avgspeed,daylength,precipitation,maxtemp_roll_7,mintemp_roll_7,avgtemp_roll_7,dewpoint_roll_7,wetbulb_roll_7,stnpressure_roll_7,avgspeed_roll_7,daylength_roll_7,precipitation_roll_7,maxtemp_roll_14,mintemp_roll_14,avgtemp_roll_14,dewpoint_roll_14,wetbulb_roll_14,stnpressure_roll_14,avgspeed_roll_14,daylength_roll_14,precipitation_roll_14
2010-06-13,73,61,67.0,61.5,63.5,29.29,4.8,911.0,0.25,76.57142857142857,60.285714285714285,68.78571428571429,58.07142857142857,62.357142857142854,29.264285714285716,8.185714285714266,909.4285714285714,0.15500000000000005,77.92857142857143,59.642857142857146,69.28571428571429,58.464285714285715,62.82142857142857,29.179642857142873,8.078571428571415,906.1428571428571,0.24982142857142847
2010-06-14,72,60,66.0,61.0,62.5,29.255000000000003,6.55,912.0,0.0075,76.85714285714286,61.142857142857146,69.28571428571429,59.857142857142854,63.42857142857143,29.247142857142858,8.064285714285694,910.1428571428571,0.15607142857142864,77.07142857142857,59.285714285714285,68.67857142857143,58.214285714285715,62.5,29.185000000000013,8.207142857142843,907.0714285714286,0.1849999999999999
2010-06-15,79,60,70.0,65.5,67.0,29.195,5.9,912.0,0.735,78.57142857142857,61.42857142857143,70.28571428571429,61.07142857142857,64.57142857142857,29.239285714285717,7.5499999999999785,910.7142857142857,0.20535714285714293,76.64285714285714,59.07142857142857,68.35714285714286,58.42857142857143,62.5,29.189285714285727,8.196428571428559,907.8571428571429,0.23749999999999988
2010-06-16,86,63,74.5,60.5,65.0,29.310000000000002,9.6,913.0,0.0,79.0,61.142857142857146,70.28571428571429,61.785714285714285,64.85714285714286,29.26071428571429,7.378571428571407,911.2857142857143,0.20535714285714293,77.28571428571429,59.5,68.85714285714286,58.392857142857146,62.57142857142857,29.209642857142875,8.210714285714273,908.7142857142857,0.15464285714285703
2010-06-17,84,64,75.0,61.5,67.0,29.33,7.2,913.0,0.0,80.0,62.0,71.28571428571429,62.857142857142854,65.85714285714286,29.26714285714286,7.449999999999979,911.7142857142857,0.20535714285714293,78.21428571428571,60.07142857142857,69.60714285714286,59.5,63.42857142857143,29.22428571428573,8.171428571428558,909.4285714285714,0.15464285714285703
2010-06-18,91,66,79.0,66.0,69.0,29.21,10.0,913.0,0.765,80.28571428571429,62.285714285714285,71.64285714285714,62.714285714285715,65.57142857142857,29.26714285714286,7.399999999999978,912.1428571428571,0.2839285714285715,78.78571428571429,60.714285714285715,70.17857142857143,59.964285714285715,63.75,29.236785714285727,8.232142857142843,910.0714285714286,0.20907142857142844
2010-06-19,86,66,76.0,60.5,66.0,29.27,11.05,914.0,0.0,81.57142857142857,62.857142857142854,72.5,62.357142857142854,65.71428571428571,29.265714285714292,7.871428571428551,912.5714285714286,0.25107142857142867,79.28571428571429,61.142857142857146,70.60714285714286,59.714285714285715,63.714285714285715,29.25785714285715,8.457142857142843,910.6428571428571,0.18549999999999986
2010-06-20,81,64,73.5,60.5,65.0,29.369999999999997,4.95,914.0,0.006,82.71428571428571,63.285714285714285,73.42857142857143,62.214285714285715,65.92857142857143,29.277142857142866,7.892857142857123,913.0,0.21621428571428578,79.64285714285714,61.785714285714285,71.10714285714286,60.142857142857146,64.14285714285714,29.270714285714295,8.0392857142857,911.2142857142857,0.1856071428571427
2010-06-21,85,67,76.5,66.0,69.0,29.285,7.7,914.0,0.31,84.57142857142857,64.28571428571429,74.92857142857143,62.92857142857143,66.85714285714286,29.28142857142858,8.057142857142837,913.2857142857143,0.2594285714285715,80.71428571428571,62.714285714285715,72.10714285714286,61.392857142857146,65.14285714285714,29.264285714285727,8.060714285714273,911.7142857142857,0.20774999999999985
2010-06-22,86,69,77.5,68.0,71.0,29.310000000000002,7.050000000000001,914.0,0.0,85.57142857142857,65.57142857142857,76.0,63.285714285714285,67.42857142857143,29.29785714285715,8.221428571428552,913.5714285714286,0.1544285714285715,82.07142857142857,63.5,73.14285714285714,62.17857142857143,66.0,29.26857142857144,7.885714285714272,912.1428571428571,0.179892857142857
2010-06-23,87,67,77.5,69.5,71.0,29.195,11.5,914.0,1.05,85.71428571428571,66.14285714285714,76.42857142857143,64.57142857142857,68.28571428571429,29.28142857142858,8.492857142857124,913.7142857142857,0.30442857142857144,82.35714285714286,63.642857142857146,73.35714285714286,63.17857142857143,66.57142857142857,29.27107142857144,7.935714285714272,912.5,0.254892857142857
2010-06-24,84,65,74.0,59.5,65.0,29.354999999999997,8.399999999999999,914.0,0.0,85.71428571428571,66.28571428571429,76.28571428571429,64.28571428571429,68.0,29.285000000000007,8.664285714285695,913.8571428571429,0.30442857142857144,82.85714285714286,64.14285714285714,73.78571428571429,63.57142857142857,66.92857142857143,29.276071428571438,8.057142857142843,912.7857142857143,0.254892857142857
2010-06-25,84,62,74.0,61.5,66.5,29.310000000000002,7.5,914.0,0.0,84.71428571428571,65.71428571428571,75.57142857142857,63.642857142857146,67.64285714285714,29.299285714285723,8.307142857142837,914.0,0.19514285714285715,82.5,64.0,73.60714285714286,63.17857142857143,66.60714285714286,29.283214285714298,7.853571428571414,913.0714285714286,0.23953571428571413
2010-06-26,88,68,78.0,65.5,69.5,29.130000000000003,6.85,913.0,0.7749999999999999,85.0,66.0,75.85714285714286,64.35714285714286,68.14285714285714,29.27928571428572,7.707142857142837,913.8571428571429,0.3058571428571429,83.28571428571429,64.42857142857143,74.17857142857143,63.357142857142854,66.92857142857143,29.27250000000001,7.7892857142856995,913.2142857142857,0.2784642857142855
2010-06-27,87,72,79.5,69.5,72.5,28.924999999999997,9.55,913.0,0.71,85.85714285714286,67.14285714285714,76.71428571428571,65.64285714285714,69.21428571428571,29.21571428571429,8.364285714285694,913.7142857142857,0.4064285714285715,84.28571428571429,65.21428571428571,75.07142857142857,63.92857142857143,67.57142857142857,29.246428571428584,8.128571428571414,913.3571428571429,0.3113214285714284
2010-06-28,82,63,73.5,59.0,65.0,29.104999999999997,11.5,912.0,0.0,85.42857142857143,66.57142857142857,76.28571428571429,64.64285714285714,68.64285714285714,29.190000000000005,8.907142857142835,913.4285714285714,0.36214285714285716,85.0,65.42857142857143,75.60714285714286,63.785714285714285,67.75,29.235714285714298,8.482142857142843,913.3571428571429,0.3107857142857141
2010-06-29,75,59,67.5,52.5,59.0,29.435000000000002,8.05,912.0,0.0,83.85714285714286,65.14285714285714,74.85714285714286,62.42857142857143,66.92857142857143,29.207857142857147,9.04999999999998,913.1428571428571,0.36214285714285716,84.71428571428571,65.35714285714286,75.42857142857143,62.857142857142854,67.17857142857143,29.252857142857156,8.63571428571427,913.3571428571429,0.2582857142857141
2010-06-30,76,56,66.5,50.0,57.0,29.57,6.3,912.0,0.0,82.28571428571429,63.57142857142857,73.28571428571429,59.642857142857146,64.92857142857143,29.261428571428578,8.307142857142836,912.8571428571429,0.21214285714285716,84.0,64.85714285714286,74.85714285714286,62.107142857142854,66.60714285714286,29.271428571428583,8.399999999999986,913.2857142857143,0.2582857142857141
2010-07-01,77,55,67.0,47.5,57.0,29.619999999999997,5.75,911.0,0.0,81.28571428571429,62.142857142857146,72.28571428571429,57.92857142857143,63.785714285714285,29.299285714285723,7.9285714285714075,912.4285714285714,0.21214285714285716,83.5,64.21428571428571,74.28571428571429,61.107142857142854,65.89285714285714,29.29214285714287,8.296428571428557,913.1428571428571,0.2582857142857141
2010-07-02,83,59,72.0,51.5,60.5,29.494999999999997,8.0,911.0,0.0,81.14285714285714,61.714285714285715,72.0,56.5,62.92857142857143,29.325714285714295,7.999999999999979,912.0,0.21214285714285716,82.92857142857143,63.714285714285715,73.78571428571429,60.07142857142857,65.28571428571429,29.312500000000018,8.153571428571414,913.0,0.20364285714285696
2010-07-03,87,60,75.0,55.0,63.0,29.335,8.7,910.0,0.0,81.0,60.57142857142857,71.57142857142857,55.0,62.0,29.35500000000001,8.264285714285693,911.5714285714286,0.10142857142857145,83.0,63.285714285714285,73.71428571428571,59.67857142857143,65.07142857142857,29.317142857142873,7.9857142857142716,912.7142857142857,0.20364285714285696
2010-07-04,92,68,81.0,65.5,71.0,29.23,10.6,908.0,0.015,81.71428571428571,60.0,71.78571428571429,54.42857142857143,61.785714285714285,29.39857142857144,8.414285714285693,910.8571428571429,0.0021428571428571764,83.78571428571429,63.57142857142857,74.25,60.035714285714285,65.5,29.307142857142875,8.3892857142857,912.2857142857143,0.20428571428571413
2010-07-05,91,78,85.0,63.5,70.5,29.23,14.3,908.0,0.0,83.0,62.142857142857146,73.42857142857143,55.07142857142857,62.57142857142857,29.416428571428582,8.814285714285692,910.2857142857143,0.0021428571428571764,84.21428571428571,64.35714285714286,74.85714285714286,59.857142857142854,65.60714285714286,29.3032142857143,8.860714285714272,911.8571428571429,0.18214285714285697
2010-07-06,91,73,82.5,68.5,72.5,29.295,9.6,907.0,0.205,85.28571428571429,64.14285714285714,75.57142857142857,57.357142857142854,64.5,29.396428571428583,9.035714285714263,909.5714285714286,0.03142857142857146,84.57142857142857,64.64285714285714,75.21428571428571,59.892857142857146,65.71428571428571,29.302142857142876,9.042857142857128,911.3571428571429,0.19678571428571412
2010-07-07,94,71,82.5,69.5,73.0,29.365000000000002,5.9,907.0,0.125,87.85714285714286,66.28571428571429,77.85714285714286,60.142857142857146,66.78571428571429,29.367142857142873,8.978571428571408,908.8571428571429,0.049285714285714315,85.07142857142857,64.92857142857143,75.57142857142857,59.892857142857146,65.85714285714286,29.314285714285734,8.642857142857128,910.8571428571429,0.13071428571428553
2010-07-08,88,73,81.0,69.5,72.5,29.299999999999997,5.050000000000001,905.0,0.155,89.42857142857143,68.85714285714286,79.85714285714286,63.285714285714285,69.0,29.321428571428587,8.878571428571407,908.0,0.07142857142857147,85.35714285714286,65.5,76.07142857142857,60.607142857142854,66.39285714285714,29.31035714285716,8.403571428571414,910.2142857142857,0.14178571428571413
2010-07-09,88,70,79.5,59.0,67.0,29.29,7.0,904.0,0.0025,90.14285714285714,70.42857142857143,80.92857142857143,64.35714285714286,69.92857142857143,29.29214285714287,8.735714285714264,907.0,0.07178571428571431,85.64285714285714,66.07142857142857,76.46428571428571,60.42857142857143,66.42857142857143,29.30892857142859,8.36785714285713,909.5,0.14196428571428554
2010-07-10,89,69,79.0,60.0,67.5,29.259999999999998,7.55,904.0,0.005,90.42857142857143,71.71428571428571,81.5,65.07142857142857,70.57142857142857,29.281428571428584,8.57142857142855,906.1428571428571,0.07250000000000002,85.71428571428571,66.14285714285714,76.53571428571429,60.035714285714285,66.28571428571429,29.318214285714305,8.417857142857128,908.8571428571429,0.08696428571428554
2010-07-11,85,66,76.0,62.5,67.0,29.104999999999997,7.25,902.0,0.78,89.42857142857143,71.42857142857143,80.78571428571429,64.64285714285714,70.0,29.263571428571442,8.09285714285712,905.2857142857143,0.1817857142857143,85.57142857142857,65.71428571428571,76.28571428571429,59.535714285714285,65.89285714285714,29.331071428571448,8.253571428571416,908.0714285714286,0.09196428571428554
2010-07-12,84,65,75.0,64.5,68.0,29.08,4.25,901.0,0.0055,88.42857142857143,69.57142857142857,79.35714285714286,64.78571428571429,69.64285714285714,29.24214285714287,6.657142857142834,904.2857142857143,0.1825714285714286,85.71428571428571,65.85714285714286,76.39285714285714,59.92857142857143,66.10714285714286,29.32928571428573,7.735714285714272,907.2857142857143,0.0923571428571427
2010-07-13,84,70,77.5,64.5,68.5,29.21,6.5,899.0,0.095,87.42857142857143,69.14285714285714,78.64285714285714,64.21428571428571,69.07142857142857,29.23000000000001,6.214285714285691,903.1428571428571,0.16685714285714287,86.35714285714286,66.64285714285714,77.10714285714286,60.785714285714285,66.78571428571429,29.313214285714302,7.624999999999987,906.3571428571429,0.09914285714285698
2010-07-14,91,70,81.0,70.0,73.5,29.28,9.649999999999999,899.0,0.0,87.0,69.0,78.42857142857143,64.28571428571429,69.14285714285714,29.217857142857152,6.749999999999977,902.0,0.14900000000000002,87.42857142857143,67.64285714285714,78.14285714285714,62.214285714285715,67.96428571428571,29.292500000000015,7.864285714285701,905.4285714285714,0.09914285714285698
2010-07-15,92,71,82.0,69.0,73.0,29.235,10.2,897.0,0.005,87.57142857142857,68.71428571428571,78.57142857142857,64.21428571428571,69.21428571428571,29.208571428571435,7.485714285714262,900.8571428571429,0.12757142857142859,88.5,68.78571428571429,79.21428571428571,63.75,69.10714285714286,29.265000000000015,8.182142857142845,904.4285714285714,0.09949999999999982
2010-07-16,90,67,79.0,61.0,68.0,29.259999999999998,8.0,895.0,0.0,87.85714285714286,68.28571428571429,78.5,64.5,69.35714285714286,29.20428571428572,7.628571428571405,899.5714285714286,0.12721428571428572,89.0,69.35714285714286,79.71428571428571,64.42857142857143,69.64285714285714,29.2482142857143,8.182142857142845,903.2857142857143,0.09949999999999982
2010-07-17,93,71,82.0,63.5,70.0,29.21,6.65,894.0,0.0,88.42857142857143,68.57142857142857,78.92857142857143,65.0,69.71428571428571,29.197142857142865,7.499999999999977,898.1428571428571,0.1265,89.42857142857143,70.14285714285714,80.21428571428571,65.03571428571429,70.14285714285714,29.239285714285728,8.035714285714272,902.1428571428571,0.09949999999999982
2010-07-18,92,72,82.5,69.0,73.0,29.130000000000003,9.45,892.0,0.15,89.42857142857143,69.42857142857143,79.85714285714286,65.92857142857143,70.57142857142857,29.200714285714295,7.81428571428569,896.7142857142857,0.03650000000000001,89.42857142857143,70.42857142857143,80.32142857142857,65.28571428571429,70.28571428571429,29.23214285714287,7.953571428571416,901.0,0.10914285714285697
2010-07-19,84,69,77.5,66.0,70.0,29.205,4.9,890.0,0.009000000000000001,89.42857142857143,70.0,80.21428571428571,66.14285714285714,70.85714285714286,29.21857142857144,7.907142857142833,895.1428571428571,0.03700000000000001,88.92857142857143,69.78571428571429,79.78571428571429,65.46428571428571,70.25,29.23035714285715,7.282142857142845,899.7142857142857,0.10978571428571411
2010-07-20,86,68,77.0,67.0,70.0,29.235,7.550000000000001,890.0,0.004,89.71428571428571,69.71428571428571,80.14285714285714,66.5,71.07142857142857,29.22214285714287,8.057142857142834,893.8571428571429,0.02400000000000001,88.57142857142857,69.42857142857143,79.39285714285714,65.35714285714286,70.07142857142857,29.226071428571437,7.135714285714274,898.5,0.09542857142857124
2010-07-21,91,72,82.0,65.5,70.5,29.32,6.55,888.0,0.0,89.71428571428571,70.0,80.28571428571429,65.85714285714286,70.64285714285714,29.227857142857154,7.614285714285691,892.2857142857143,0.02400000000000001,88.35714285714286,69.5,79.35714285714286,65.07142857142857,69.89285714285714,29.22285714285715,7.1821428571428445,897.1428571428571,0.08649999999999981
2010-07-22,90,69,80.5,70.5,74.0,29.195,10.45,886.0,0.015,89.42857142857143,69.71428571428571,80.07142857142857,66.07142857142857,70.78571428571429,29.222142857142867,7.6499999999999755,890.7142857142857,0.025428571428571436,88.5,69.21428571428571,79.32142857142857,65.14285714285714,70.0,29.21535714285715,7.567857142857131,895.7857142857143,0.0764999999999998
2010-07-23,95,70,82.5,71.0,74.0,29.189999999999998,11.4,884.0,2.9699999999999998,90.14285714285714,70.14285714285714,80.57142857142857,67.5,71.64285714285714,29.21214285714287,8.135714285714261,889.1428571428571,0.4497142857142857,89.0,69.21428571428571,79.53571428571429,66.0,70.5,29.20821428571429,7.882142857142846,894.3571428571429,0.28846428571428545
2010-07-24,87,69,78.0,70.5,72.5,29.185000000000002,9.5,882.0,4.1850000000000005,89.28571428571429,69.85714285714286,80.0,68.5,72.0,29.20857142857144,8.54285714285712,887.4285714285714,1.0475714285714286,88.85714285714286,69.21428571428571,79.46428571428571,66.75,70.85714285714286,29.202857142857148,8.02142857142856,892.7857142857143,0.5870357142857141
2010-07-25,81,66,74.5,59.5,65.5,29.384999999999998,9.399999999999999,880.0,0.26,87.71428571428571,69.0,78.85714285714286,67.14285714285714,70.92857142857143,29.245000000000008,8.535714285714262,885.7142857142857,1.0632857142857142,88.57142857142857,69.21428571428571,79.35714285714286,66.53571428571429,70.75,29.222857142857148,8.174999999999988,891.2142857142857,0.5498928571428569
2010-07-26,84,61,73.5,62.0,67.0,29.405,5.300000000000001,879.0,0.0,87.71428571428571,67.85714285714286,78.28571428571429,66.57142857142857,70.5,29.27357142857144,8.592857142857119,884.1428571428571,1.0619999999999998,88.57142857142857,68.92857142857143,79.25,66.35714285714286,70.67857142857143,29.246071428571437,8.24999999999999,889.6428571428571,0.5494999999999998
2010-07-27,88,68,79.0,66.5,71.0,29.310000000000002,6.550000000000001,877.0,0.0,88.0,67.85714285714286,78.57142857142857,66.5,70.64285714285714,29.284285714285723,8.449999999999976,882.2857142857143,1.0614285714285714,88.85714285714286,68.78571428571429,79.35714285714286,66.5,70.85714285714286,29.253214285714296,8.253571428571417,888.0714285714286,0.5427142857142855
2010-07-28,91,73,82.5,71.0,74.5,29.27,9.05,875.0,0.0,88.0,68.0,78.64285714285714,67.28571428571429,71.21428571428571,29.27714285714287,8.807142857142834,880.4285714285714,1.0614285714285714,88.85714285714286,69.0,79.46428571428571,66.57142857142857,70.92857142857143,29.252500000000005,8.210714285714275,886.3571428571429,0.5427142857142855
2010-07-29,82,67,75.0,58.5,65.0,29.384999999999998,7.4,873.0,0.0,86.85714285714286,67.71428571428571,77.85714285714286,65.57142857142857,69.92857142857143,29.304285714285726,8.371428571428549,878.5714285714286,1.0592857142857144,88.14285714285714,68.71428571428571,78.96428571428571,65.82142857142857,70.35714285714286,29.26321428571429,8.010714285714275,884.6428571428571,0.5423571428571426
2010-07-30,80,69,75.0,59.5,65.0,29.28,5.949999999999999,871.0,0.0055,84.71428571428571,67.57142857142857,76.78571428571429,63.92857142857143,68.64285714285714,29.31714285714287,7.59285714285712,876.7142857142857,0.6357857142857143,87.42857142857143,68.85714285714286,78.67857142857143,65.71428571428571,70.14285714285714,29.26464285714286,7.864285714285704,882.9285714285714,0.5427499999999997
2010-07-31,80,65,72.5,63.5,66.5,29.175,5.3,869.0,0.64,83.71428571428571,67.0,76.0,62.92857142857143,67.78571428571429,29.3157142857143,6.99285714285712,874.8571428571429,0.12935714285714273,86.5,68.42857142857143,78.0,65.71428571428571,69.89285714285714,29.262142857142862,7.767857142857132,881.1428571428571,0.5884642857142854
2010-08-01,86,65,75.5,64.5,68.0,29.259999999999998,4.0,866.0,0.0,84.42857142857143,66.85714285714286,76.14285714285714,63.642857142857146,68.14285714285714,29.297857142857158,6.221428571428548,872.8571428571429,0.09221428571428558,86.07142857142857,67.92857142857143,77.5,65.39285714285714,69.53571428571429,29.271428571428576,7.3785714285714175,879.2857142857143,0.5777499999999998
2010-08-02,84,67,76.5,66.5,70.0,29.285,6.5,864.0,0.0405,84.42857142857143,67.71428571428571,76.57142857142857,64.28571428571429,68.57142857142857,29.2807142857143,6.39285714285712,870.7142857142857,0.09799999999999986,86.07142857142857,67.78571428571429,77.42857142857143,65.42857142857143,69.53571428571429,29.277142857142866,7.492857142857131,877.4285714285714,0.5799999999999997
2010-08-03,87,65,76.0,70.5,73.0,29.22,3.45,862.0,0.9400000000000001,84.28571428571429,67.28571428571429,76.14285714285714,64.85714285714286,68.85714285714286,29.267857142857157,5.949999999999979,868.5714285714286,0.23228571428571415,86.14285714285714,67.57142857142857,77.35714285714286,65.67857142857143,69.75,29.276071428571438,7.199999999999989,875.4285714285714,0.6468571428571426
2010-08-04,83,71,76.5,71.5,73.0,29.18,4.550000000000001,860.0,0.5249999999999999,83.14285714285714,67.0,75.28571428571429,64.92857142857143,68.64285714285714,29.255000000000013,5.307142857142836,866.4285714285714,0.3072857142857141,85.57142857142857,67.5,76.96428571428571,66.10714285714286,69.92857142857143,29.26607142857144,7.057142857142845,873.4285714285714,0.6843571428571426
2010-08-05,84,68,76.0,62.0,67.0,29.16,10.350000000000001,858.0,0.0,83.42857142857143,67.14285714285714,75.42857142857143,65.42857142857143,68.92857142857143,29.222857142857155,5.728571428571407,864.2857142857143,0.3072857142857141,85.14285714285714,67.42857142857143,76.64285714285714,65.5,69.42857142857143,29.263571428571442,7.049999999999988,871.4285714285714,0.6832857142857139
2010-08-06,82,64,73.0,58.5,64.0,29.25,6.4,856.0,0.0,83.71428571428571,66.42857142857143,75.14285714285714,65.28571428571429,68.78571428571429,29.21857142857144,5.792857142857122,862.1428571428571,0.30649999999999983,84.21428571428571,67.0,75.96428571428571,64.60714285714286,68.71428571428571,29.267857142857157,6.692857142857131,869.4285714285714,0.4711428571428568
2010-08-07,84,62,74.0,63.5,67.5,29.23,7.75,853.0,0.0,84.28571428571429,66.0,75.35714285714286,65.28571428571429,68.92857142857143,29.22642857142858,6.142857142857123,859.8571428571429,0.21507142857142839,84.0,66.5,75.67857142857143,64.10714285714286,68.35714285714286,29.271071428571442,6.567857142857131,867.3571428571429,0.17221428571428538
2010-08-08,87,69,78.5,66.5,70.0,29.17,9.600000000000001,851.0,0.065,84.42857142857143,66.57142857142857,75.78571428571429,65.57142857142857,69.21428571428571,29.213571428571438,6.942857142857123,857.7142857142857,0.22435714285714267,84.42857142857143,66.71428571428571,75.96428571428571,64.60714285714286,68.67857142857143,29.2557142857143,6.582142857142846,865.2857142857143,0.15828571428571392
2010-08-09,89,72,81.0,70.0,73.5,29.23,6.8,849.0,0.079,85.14285714285714,67.28571428571429,76.42857142857143,66.07142857142857,69.71428571428571,29.205714285714294,6.985714285714265,855.5714285714286,0.22985714285714268,84.78571428571429,67.5,76.5,65.17857142857143,69.14285714285714,29.2432142857143,6.6892857142857025,863.1428571428571,0.16392857142857106
2010-08-10,89,75,82.5,71.0,74.0,29.255000000000003,5.4,846.0,0.0,85.42857142857143,68.71428571428571,77.35714285714286,66.14285714285714,69.85714285714286,29.210714285714293,7.264285714285693,853.2857142857143,0.09557142857142838,84.85714285714286,68.0,76.75,65.5,69.35714285714286,29.239285714285728,6.607142857142846,860.9285714285714,0.16392857142857106
2010-08-11,90,75,83.5,69.5,74.0,29.165,6.7,844.0,0.0,86.42857142857143,69.28571428571429,78.35714285714286,65.85714285714286,70.0,29.208571428571435,7.571428571428551,851.0,0.020571428571428383,84.78571428571429,68.14285714285714,76.82142857142857,65.39285714285714,69.32142857142857,29.23178571428573,6.439285714285703,858.7142857142857,0.16392857142857106
2010-08-12,92,74,82.5,69.5,74.0,29.155,5.7,842.0,0.0,87.57142857142857,70.14285714285714,79.28571428571429,66.92857142857143,71.0,29.207857142857147,6.907142857142837,848.7142857142857,0.020571428571428383,85.5,68.64285714285714,77.35714285714286,66.17857142857143,69.96428571428571,29.215357142857158,6.3178571428571315,856.5,0.16392857142857106
2010-08-13,93,72,83.0,70.0,74.0,29.1,8.3,839.0,0.455,89.14285714285714,71.28571428571429,80.71428571428571,68.57142857142857,72.42857142857143,29.186428571428575,7.178571428571409,846.2857142857143,0.08557142857142838,86.42857142857143,68.85714285714286,77.92857142857143,66.92857142857143,70.60714285714286,29.20250000000002,6.485714285714274,854.2142857142857,0.19603571428571392
2010-08-14,88,72,80.0,68.5,72.5,29.145,4.6,837.0,0.0055,89.71428571428571,72.71428571428571,81.57142857142857,69.28571428571429,73.14285714285714,29.174285714285723,6.728571428571409,844.0,0.08635714285714266,87.0,69.35714285714286,78.46428571428571,67.28571428571429,71.03571428571429,29.20035714285716,6.435714285714274,851.9285714285714,0.15071428571428536
2010-08-15,84,66,75.5,62.0,67.5,29.235,9.05,835.0,0.0,89.28571428571429,72.28571428571429,81.14285714285714,68.64285714285714,72.78571428571429,29.183571428571433,6.64999999999998,841.7142857142857,0.07707142857142836,86.85714285714286,69.42857142857143,78.46428571428571,67.10714285714286,71.0,29.198571428571448,6.796428571428559,849.7142857142857,0.15071428571428536
2010-08-16,80,63,72.0,54.0,62.0,29.335,9.600000000000001,832.0,0.0,88.0,71.0,79.85714285714286,66.35714285714286,71.14285714285714,29.198571428571434,7.049999999999981,839.2857142857143,0.06578571428571407,86.57142857142857,69.14285714285714,78.14285714285714,66.21428571428571,70.42857142857143,29.20214285714287,7.017857142857131,847.4285714285714,0.1478214285714282
2010-08-17,79,64,72.0,57.0,63.0,29.384999999999998,6.05,830.0,0.03,86.57142857142857,69.42857142857143,78.35714285714286,64.35714285714286,69.57142857142857,29.217142857142864,7.142857142857124,837.0,0.07007142857142835,86.0,69.07142857142857,77.85714285714286,65.25,69.71428571428571,29.21392857142859,7.203571428571416,845.1428571428571,0.08282142857142819
2010-08-18,84,63,74.0,60.5,65.5,29.314999999999998,3.45,827.0,0.045,85.71428571428571,67.71428571428571,77.0,63.07142857142857,68.35714285714286,29.238571428571436,6.678571428571409,834.5714285714286,0.07649999999999979,86.07142857142857,68.5,77.67857142857143,64.46428571428571,69.17857142857143,29.223571428571443,7.124999999999988,842.7857142857143,0.048535714285713905
2010-08-19,88,66,77.5,64.0,69.0,29.21,5.25,825.0,0.0,85.14285714285714,66.57142857142857,76.28571428571429,62.285714285714285,67.64285714285714,29.246428571428577,6.614285714285694,832.1428571428571,0.07649999999999979,86.35714285714286,68.35714285714286,77.78571428571429,64.60714285714286,69.32142857142857,29.22714285714287,6.760714285714274,840.4285714285714,0.048535714285713905
2010-08-20,93,71,83.0,67.0,71.5,29.134999999999998,10.85,822.0,0.017499999999999998,85.14285714285714,66.42857142857143,76.28571428571429,61.857142857142854,67.28571428571429,29.25142857142858,6.978571428571409,829.7142857142857,0.013999999999999782,87.14285714285714,68.85714285714286,78.5,65.21428571428571,69.85714285714286,29.218928571428584,7.078571428571416,838.0,0.0497857142857139
2010-08-21,86,71,79.0,68.5,71.5,29.165,5.6,820.0,0.52,84.85714285714286,66.28571428571429,76.14285714285714,61.857142857142854,67.14285714285714,29.254285714285718,7.121428571428552,827.2857142857143,0.0874999999999998,87.28571428571429,69.5,78.85714285714286,65.57142857142857,70.14285714285714,29.214285714285726,6.924999999999987,835.6428571428571,0.08692857142857105
2010-08-22,81,68,74.5,64.0,67.5,29.375,9.4,817.0,0.0,84.42857142857143,66.57142857142857,76.0,62.142857142857146,67.14285714285714,29.274285714285718,7.171428571428551,824.7142857142857,0.0874999999999998,86.85714285714286,69.42857142857143,78.57142857142857,65.39285714285714,69.96428571428571,29.228928571428582,6.910714285714273,833.2142857142857,0.08228571428571392
2010-08-23,80,65,73.0,63.0,67.0,29.369999999999997,7.699999999999999,814.0,0.0,84.42857142857143,66.85714285714286,76.14285714285714,63.42857142857143,67.85714285714286,29.279285714285717,6.89999999999998,822.1428571428571,0.0874999999999998,86.21428571428571,68.92857142857143,78.0,64.89285714285714,69.5,29.23892857142858,6.974999999999988,830.7142857142857,0.07664285714285678
2010-08-24,84,64,74.5,61.5,66.0,29.32,5.55,811.0,0.0045000000000000005,85.14285714285714,66.85714285714286,76.5,64.07142857142857,68.28571428571429,29.270000000000003,6.828571428571409,819.4285714285714,0.08385714285714264,85.85714285714286,68.14285714285714,77.42857142857143,64.21428571428571,68.92857142857143,29.24357142857144,6.985714285714273,828.2142857142857,0.07696428571428535
2010-08-25,79,61,70.5,50.5,59.0,29.4,10.100000000000001,809.0,0.0,84.42857142857143,66.57142857142857,76.0,62.642857142857146,67.35714285714286,29.282142857142862,7.778571428571409,816.8571428571429,0.07742857142857121,85.07142857142857,67.14285714285714,76.5,62.857142857142854,67.85714285714286,29.26035714285715,7.228571428571416,825.7142857142857,0.07696428571428535
2010-08-26,79,59,69.5,52.0,59.0,29.475,5.65,806.0,0.0,83.14285714285714,65.57142857142857,74.85714285714286,60.92857142857143,65.92857142857143,29.32,7.835714285714266,814.1428571428571,0.07742857142857121,84.14285714285714,66.07142857142857,75.57142857142857,61.607142857142854,66.78571428571429,29.283214285714298,7.224999999999988,823.1428571428571,0.07696428571428535
